uid,tag,key,time,did,value,metric,last_modify
47675629,weekly_statistics,start_calculate,1755446400,default_did,,0,1756197190
47675629,weekly_statistics,fitness_report,1755446400,default_did,"{""sport_times"":0,""sport_times_diff"":0,""sport_days"":0,""sport_days_diff"":0,""rank_percent_summary"":{""1"":0,""2"":0},""all_fitness_goal_achieved_count"":0,""allFitnessGoalAchivevedDay"":null,""all_fitness_goal_achieved_count_diff"":0,""avg_achieved_fitness_goal_summary"":{""1755446400"":null},""version"":1}",0,1756197190
47675629,weekly_statistics,update_hlthcenter_records,1754236800,default_did,,0,1754715021
47675629,weekly_statistics,start_calculate,1753632000,default_did,,0,1754656637
47675629,object_name,2025/11/10/47675629/786882759_191000.CMgRaewg_S2qTTXqpIquOfnGH6UaQCbE5368,1762773000,786882759,6jpdm85ALMI-T5OLEIOtgQ==,0,1762798993
47675629,object_name,2025/11/10/47675629/786882759_021000.-NgQaewg_S2qTTXqpIquOfnGH6UaQCbE5368,1762711800,786882759,_1o77aiQHhNkLDzrRhKfOg==,0,1762755231
47675629,object_name,2025/11/09/47675629/786882759_223900.hKcQaewg_S2qTTXqpIquOfnGH6UaQCbE5368,1762699140,786882759,FimOQzStUHFuiPEpl4n_ag==,0,1762754404
47675629,object_name,2025/11/09/47675629/786882759_065900.NMsPaewg_S2qTTXqpIquOfnGH6UaQCbE5368,1762642740,786882759,_UitaVnJA8eKSgxuF8rYqw==,0,1762752867
47675629,object_name,2025/11/09/47675629/786882759_011430.dnoPaeza_S2qTTXqpIquOfnGH6UaQCbE5368,1762622070,786882759,l5Pv9RjIS1NVRqQrzrrK-w==,0,1762630976
47675629,object_name,2025/11/09/47675629/786882759_011430.dnoPaezY_S2qTTXqpIquOfnGH6UaQCbE5368,1762622070,786882759,S5foZdGl64X9CBS5lO71dw==,0,1762630972
47675629,object_name,2025/11/08/47675629/786882759_205400.aD0Paewg_S2qTTXqpIquOfnGH6UaQCbE5368,1762606440,786882759,yk4e7fqgFwWe0HV6BYxElg==,0,1762664424
47675629,object_name,2025/11/08/47675629/786882759_041138.elIOaeza_S2qTTXqpIquOfnGH6UaQCbE5368,1762546298,786882759,z9doyBftv4DVW-DC5erRzA==,0,1762552411
47675629,object_name,2025/11/08/47675629/786882759_041138.elIOaezY_S2qTTXqpIquOfnGH6UaQCbE5368,1762546298,786882759,QXWV-1yOZiSzKLnWrf6OLg==,0,1762552407
47675629,object_name,2025/11/08/47675629/786882759_040100._E8Oaewg_S2qTTXqpIquOfnGH6UaQCbE5368,1762545660,786882759,H3VyCEA0nPnLT7-RYEve6Q==,0,1762605582
47675629,object_name,2025/11/07/47675629/786882759_204300.VOkNaewg_S2qTTXqpIquOfnGH6UaQCbE5368,1762519380,786882759,-PermEvLR9lBUcscWhnQwQ==,0,1762601983
47675629,object_name,2025/11/06/47675629/786882759_204900.PJkMaewg_S2qTTXqpIquOfnGH6UaQCbE5368,1762433340,786882759,YPwTaKG7fcflxWj-PaMGeg==,0,1762505377
47675629,object_name,2025/11/06/47675629/786882759_162200.qFoMaewg_S2qTTXqpIquOfnGH6UaQCbE5368,1762417320,786882759,7mamUde0nF7iTolGVx7ytQ==,0,1762503622
47675629,object_name,2025/11/05/47675629/786882759_203200.wEMLaewg_S2qTTXqpIquOfnGH6UaQCbE5368,1762345920,786882759,tjfelWNSxZKVwLcTkLQstg==,0,1762408766
47675629,object_name,2025/11/04/47675629/786882759_221247.3wkKaeza_S2qTTXqpIquOfnGH6UaQCbE5368,1762265567,786882759,P0lTgngcIixZi1e5mxARNg==,0,1762272034
47675629,object_name,2025/11/04/47675629/786882759_221247.3wkKaezY_S2qTTXqpIquOfnGH6UaQCbE5368,1762265567,786882759,QVIlAgEp7lEvqDz5ij7gMw==,0,1762279940
47675629,object_name,2025/11/04/47675629/786882759_203800.qPMJaewg_S2qTTXqpIquOfnGH6UaQCbE5368,1762259880,786882759,knPfAOWN8RubgJCW77X51A==,0,1762347558
47675629,object_name,2025/11/03/47675629/786882759_161500.hGQIaewg_S2qTTXqpIquOfnGH6UaQCbE5368,1762157700,786882759,e5d5dAvUwbKbi0TAuWLwmA==,0,1762233702
47675629,object_name,2025/11/03/47675629/786882759_024100.vKUHaewg_S2qTTXqpIquOfnGH6UaQCbE5368,1762108860,786882759,_zU2h69W87cLFlj6-IH1lA==,0,1762164059
47675629,object_name,2025/11/02/47675629/786882759_003400.eDYGafAg_S2qTTXqpIquOfnGH6UaQCbE5368,1762014840,786882759,bYeuJypyQML9B-gTQW6-Sg==,0,1762077603
47675629,object_name,2025/11/01/47675629/786882759_220900.fBQGafAg_S2qTTXqpIquOfnGH6UaQCbE5368,1762006140,786882759,fUPwdH6xQY38Hil7T1mMgw==,0,1762090977
47675629,object_name,2025/10/30/47675629/786882759_194500.vE8DafAg_S2qTTXqpIquOfnGH6UaQCbE5368,1761824700,786882759,_ld7szCqkuaBNFz2RzzNXA==,0,1761885044
47675629,object_name,2025/10/29/47675629/786882759_192800.QPoBafAg_S2qTTXqpIquOfnGH6UaQCbE5368,1761737280,786882759,e216t71f1DS7_vNfZYQwUA==,0,1761803670
47675629,object_name,2025/10/28/47675629/786882759_192300.lKcAafAg_S2qTTXqpIquOfnGH6UaQCbE5368,1761650580,786882759,xArk1NG4CtWjUcla4Y3Lgg==,0,1761712039
47675629,object_name,2025/10/27/47675629/786882759_193500.5Fj_aPAg_S2qTTXqpIquOfnGH6UaQCbE5368,1761564900,786882759,-T0ke8miGbVXz__zjZzzug==,0,1761627682
47675629,object_name,2025/10/27/47675629/786882759_055100.xJf-aPAg_S2qTTXqpIquOfnGH6UaQCbE5368,1761515460,786882759,MWEzicDJbPcHnuqcBcPmSA==,0,1761553209
47675629,object_name,2025/10/27/47675629/786882759_011720.oFf-aPDa_S2qTTXqpIquOfnGH6UaQCbE5368,1761499040,786882759,qMl8VcScUbAYFEJpKXD9rg==,0,1761501632
47675629,object_name,2025/10/27/47675629/786882759_011720.oFf-aPDY_S2qTTXqpIquOfnGH6UaQCbE5368,1761499040,786882759,OKTZdSYUso4Fxoee-3BtRg==,0,1761501621
47675629,object_name,2025/10/26/47675629/786882759_214000.sCT-aPAg_S2qTTXqpIquOfnGH6UaQCbE5368,1761486000,786882759,Kt2LlT-bjo5YIcYUHnhUow==,0,1761551415
47675629,object_name,2025/10/26/47675629/786882759_080700.JGb9aPAg_S2qTTXqpIquOfnGH6UaQCbE5368,1761437220,786882759,n3PhB1OFBYQdzeG1lUZ5ng==,0,1761488944
